"Date","AL","AK","AZ","AR","AS","CA","CO","CT","DE","DC","FL","GA","GU","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","CM","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VT","VA","VI","WA","WV","WI","WY"
"17065","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17066","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17067","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17068","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17069","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17070","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17071","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17072","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17073","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17074","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17075","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17076","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17077","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17078","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17079","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17080","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17081","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17082","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17083","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17084","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17085","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17086","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17087","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17088","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17089","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17090","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17091","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17092","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17093","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17094","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17095","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17096","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17097","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17098","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17099","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17100","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17101","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17102","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17103","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17104","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17105","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17106","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17107","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17108","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17109","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17110","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17111","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17112","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17113","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17114","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17115","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17116","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17117","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17118","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17119","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17120","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17121","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17122","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17123","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17124","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17125","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17126","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17127","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17128","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17129","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17130","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17131","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17132","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17133","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17134","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17135","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17136","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17137","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17138","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17139","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17140","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17141","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17142","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17143","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17144","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17145","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17146","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17147","2","2","2","2","2","2","2","1","1","2","2","2","2","-1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","0","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17148","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17149","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17150","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17151","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17152","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17153","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17154","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17155","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17156","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17157","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17158","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17159","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17160","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17161","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17162","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17163","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17164","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17165","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17166","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17167","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17168","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17169","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17170","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17171","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17172","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17173","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17174","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17175","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17176","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17177","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
"17178","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","3","2","1","2","2","2","1","2","1","0","1","2","2","1","2","1","-1","-1","0","2","2","2","2","3","2","2","1","0","2","2","2","2","3","2","2","0","2","2","2","-1","2"
