"Date","AL","AK","AZ","AR","AS","CA","CO","CT","DE","DC","FL","GA","GU","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","CM","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VT","VA","VI","WA","WV","WI","WY"
"17709","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17710","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17711","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17712","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17713","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17714","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17715","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17716","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17717","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17718","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17719","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17720","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17721","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17722","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17723","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17724","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17725","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17726","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17727","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17728","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17729","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17730","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17731","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17732","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17733","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17734","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17735","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17736","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17737","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17738","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17739","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17740","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17741","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17742","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17743","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17744","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17745","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17746","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17747","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17748","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17749","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17750","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17751","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17752","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17753","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17754","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17755","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17756","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17757","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17758","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17759","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17760","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17761","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17762","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17763","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17764","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17765","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17766","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17767","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17768","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17769","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17770","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17771","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17772","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17773","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17774","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17775","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17776","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17777","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17778","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17779","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17780","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","0","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17781","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17782","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17783","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17784","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17785","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17786","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17787","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17788","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17789","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17790","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17791","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17792","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17793","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17794","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17795","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17796","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17797","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17798","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17799","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17800","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17801","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17802","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17803","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17804","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17805","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17806","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17807","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17808","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17809","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17810","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17811","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17812","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17813","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17814","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17815","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17816","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17817","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17818","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17819","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17820","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17821","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17822","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17823","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17824","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
"17825","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","2","1","2","2","2","1","2","1","0","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","1","0","2","2","2","2","3","2","2","0","2","2","3","-1","2"
